cell_key,minimum_dQ_100_10,variance_dQ_100_10,skewness_dQ_100_10,kurtosis_dQ_100_10,slope_lin_fit_2_100,intercept_lin_fit_2_100,discharge_capacity_2,diff_discharge_capacity_max_2,mean_charge_time_2_6,minimum_IR_2_100,diff_IR_100_2,minimum_dQ_5_4,variance_dQ_5_4,cycle_life,cycle_550_clf
b1c14,-1.5481536730053467,-9.322565805511832,-1.3337957138628835,0.2610042804517541,2.6234124922696323e-05,1.0747649768006595,1.0709661,0.006877699999999987,10.764334,0.016649306,-7.505999999999832e-05,-3.686240057205276,-6.591180955364465,880.0,1.0
b1c15,-1.5401256181623297,-9.268290889773532,-0.7625665939909332,0.2054783400171213,2.9049360544217988e-05,1.0661753684708306,1.0611236,0.008215100000000142,10.797705666666673,0.016542939,-0.00024655300000000005,-4.863461192666426,-6.56834954743741,719.0,1.0
b1c16,-1.5594277738622802,-9.444263006244025,-2.4980304878907593,0.2132376738594684,2.3160274582560236e-05,1.085288382561946,1.0811664,0.007425499999999863,10.11310766666668,0.0,-2.6185000000001485e-05,-3.5937601285778413,-6.7673931421986,862.0,1.0
b1c17,-1.5195208556855826,-9.203934827163673,-1.2049211909680642,0.2504921977115616,1.7886231292517573e-05,1.076194038567718,1.072052,0.007173799999999897,10.146880666666664,0.016238289,1.4872999999998582e-05,-4.789739721304884,-6.32409752575238,857.0,1.0
b1c18,-1.3630779264684996,-8.436675780749821,-2.7276045731729446,0.3243399786191346,-0.00029454159059987624,1.1014650039488767,1.0661705,1.8179140000000003,9.958173666666676,0.015845969,-0.003991768999999999,-3.870276052482792,-5.563852622106157,691.0,1.0
b1c19,-1.350035823838756,-8.368446499204508,-1.241121892166206,0.2736971242366635,-1.0355845392702714e-05,1.0888966198321994,1.0851147,0.004190699999999881,9.924738333333329,0.016205151,-7.288299999999928e-05,-4.22705712039685,-5.67108674046372,788.0,1.0
b1c20,-1.2038665836444875,-7.744761377881431,-1.363441641426148,0.08607762316469308,-0.00013977618181818186,1.076969671131313,1.07263,0.003094200000000047,9.021115000000016,0.0,-0.0005732130000000012,-3.9134428939235266,-6.788546795837223,534.0,0.0
b1c21,-1.190852909395032,-7.695923752913426,-2.3434545824049478,0.13878867992369964,-8.178444155844159e-05,1.0863975044992784,1.0824388,0.0034874000000000294,8.964706333333336,0.0,-0.0002221640000000004,-4.6812180088056605,-6.855904627164319,559.0,1.0
b1c23,-1.5244336066931528,-9.278648943557213,-2.092782820499423,0.21902267804292724,-6.9509103277674064e-06,1.0828155540024738,1.0792934,0.004492999999999858,11.447006333333357,0.016472535,-1.4137999999996875e-05,-3.2734992765104556,-7.0713901778423,1014.0,1.0
b1c24,-1.4880158027614023,-9.037834562113936,-1.1251653063216016,0.2446800464617667,2.024258503401471e-06,1.0779299496850132,1.0745355,0.004539499999999919,12.147216,0.016390581,8.270000000001193e-06,-4.935955928746944,-6.040175076780734,1017.0,1.0
b1c25,-1.5156434615482994,-9.203959248511724,-1.0598908431107243,0.22397085025784164,5.129313543598963e-07,1.0788217283797157,1.0752345,0.004678599999999866,12.130126666666674,0.016397864,-1.2600999999997503e-05,-4.779932659606582,-6.077927692479765,854.0,1.0
b1c26,-1.4068805367492165,-8.694575980073667,-2.0920279298599027,0.24164405057102473,-1.5210461348175408e-05,1.091350021407545,1.0876514,0.003894800000000087,10.764819666666668,0.016129743,7.930999999999216e-06,-2.539663321128181,-6.672211224369101,870.0,1.0
b1c27,-1.435252504140078,-8.8279003653057,-1.2125165437318384,0.20714963823752924,-1.0758799010513342e-05,1.0825847381434754,1.0790461,0.003953399999999885,10.796985333333323,0.015953196,1.84569999999995e-05,-2.6439055479406233,-6.859913616709907,842.0,1.0
b1c28,-1.4213913125307793,-8.817230737611593,-1.964713210377263,0.22562155207524098,-7.726680272108987e-06,1.0810896899868068,1.0777475,0.003846999999999934,11.129907333333346,0.016467512,5.834700000000026e-05,-2.67045651049185,-7.210581020210814,860.0,1.0
b1c29,-1.4272987466248848,-8.806543977139743,-1.9574160927308195,0.25062382290424406,-5.212719851577209e-06,1.083048669924552,1.0794537,0.004349200000000053,11.179535333333334,0.016308507,2.297000000000063e-05,-2.9684181874325515,-7.158183942052388,917.0,1.0
b1c30,-1.3900579606401087,-8.630807119572449,-1.3130276798803904,0.21119974116639495,-1.6368218923933266e-05,1.0836584963368379,1.0798637,0.003954500000000083,10.130179666666669,0.015838005,5.5503000000001884e-05,-2.5722481746875516,-6.6206245801511505,709.0,1.0
b1c31,-1.3966115264661703,-8.680087129795659,-2.299659279750596,0.21624402285172598,-2.620108225108275e-05,1.0984046602453104,1.0946392,0.003694199999999981,10.11367266666668,0.016684072,5.7569999999985966e-06,-2.8371050929135864,-6.953140798174803,876.0,1.0
b1c32,-1.33811315000358,-8.398733978257962,-1.970466651232961,0.247653831673633,-1.2776272108843278e-05,1.0813230393725004,1.0778366,0.003820099999999993,10.096438,0.015933495,4.188200000000003e-05,-2.8738937733808956,-7.19020984596647,731.0,1.0
b1c33,-1.3490054507290534,-8.446465168692642,-2.5296748699595,0.21165508968534466,-2.1812165739022737e-05,1.0966040669173367,1.0924908,0.004335399999999989,10.146428666666663,0.016214989,-1.5354999999998148e-05,-2.961297389542629,-7.276466311471175,757.0,1.0
b1c34,-1.4251085145485836,-8.8490736034113,-2.041400418919258,0.18004673905054425,-3.12964749536011e-07,1.080085950091115,1.0766174,0.004865000000000119,11.06793699999998,0.016567618,-3.3258000000001287e-05,-3.5503154955938063,-7.257054620871202,742.0,1.0
b1c35,-1.3988548768548348,-8.656152943737938,-2.4340558065461138,0.26053778868941446,3.1953209647497e-06,1.0743447123681713,1.0707464,0.00507919999999995,11.05119499999999,0.016647711,3.920299999999807e-05,-3.2543217674373315,-7.645242714133558,703.0,1.0
b1c36,-1.34763214378522,-8.418616724801941,-4.156930612314112,0.2640247932253708,-7.183043908472691e-06,1.0816428948352916,1.0778315,0.004527799999999971,11.524843333333349,0.016229769,9.609000000000006e-05,-3.4826785740361457,-7.309446371128156,704.0,1.0
b1c37,-1.349434869372297,-8.427469757980036,-1.5116302089183118,0.2536303459864162,-9.680958565244311e-06,1.0785237713110698,1.0748194,0.004472400000000043,11.57439200000002,0.016318144,7.282499999999859e-05,-3.3965817033042476,-7.161861725162069,648.0,1.0
b1c38,-1.2387435733580296,-7.903792217783721,-3.0083711842646985,0.29339837189097534,-9.43712430426724e-06,1.0762827994001236,1.0729513,0.003646500000000108,10.243066666666685,0.016066672,7.874499999999812e-05,-2.394536049558058,-6.291515495918691,617.0,1.0
b1c39,-1.2678212736969623,-8.07628548875411,-1.9474274847401083,0.2391030047756855,-3.2944774273345623e-06,1.085827017338693,1.0817773,0.004689399999999955,10.258443000000007,0.016519627,9.599799999999992e-05,-2.1275069990983138,-6.018335500909665,625.0,1.0
b1c40,-1.5463603523275369,-9.41916658923713,-1.563119923176391,0.1949760874855473,-8.204863327149243e-06,1.0873484258074624,1.0833029,0.004503299999999877,12.071222666666685,0.016480761,4.461199999999943e-05,-3.1634797014734954,-6.244087139046405,966.0,1.0
b1c41,-1.0289516658664888,-9.356978438437737,-0.1897361656916256,1.4749687414480928,-1.3855287569609467e-07,1.0828938530653474,1.0789614,0.0049074999999998425,12.087368000000005,0.016552322,-2.8915000000000884e-05,-3.5527942997125224,-6.36097932187752,1051.0,1.0
b1c42,-1.3486829124767143,-8.451180747494972,-7.669214011142392,0.2308860182201975,2.1135980210266658e-06,1.0837813903393116,1.0798725,0.004959500000000006,11.171093666666682,0.016511114,9.42110000000003e-05,-2.55788571485956,-6.436196348263301,702.0,1.0
b1c43,-1.3423770129194077,-8.439060018595672,-1.496036883563758,0.2743074888062516,-2.401481014223878e-05,1.0717469502667492,1.0682389,0.003432099999999938,11.170874333333334,0.015904058,0.00012896000000000088,-2.536622386516724,-6.4258449669052276,651.0,1.0
b1c44,-1.2333459526566974,-7.88019555714238,-1.9106724072714252,0.247062010508409,-3.361546072974664e-05,1.088556460214389,1.0847682,0.0035623999999998546,10.271104333333334,0.017142953,0.0001547930000000003,-2.5227292848638405,-6.7518545872095,616.0,1.0
b1c45,-1.2321222779177947,-7.882202170458008,-2.0750750002308975,0.24723119576984517,-1.2920053184909952e-05,1.087818373217481,1.0839558,0.004482499999999945,10.254465333333325,0.016382927,0.00015669700000000078,-2.2851666353399462,-6.666157320925881,599.0,1.0
b2c0,-0.9084755329634433,-6.388378567912393,-0.514294923062329,-0.13103423331509506,-0.0003547307619047618,1.0788386304733044,1.0700541,0.0035296000000000216,10.244164666666716,0.016423751,-0.0002516619999999997,-4.327260395623137,-4.083214987757938,300.0,0.0
b2c1,-0.8620563506563205,-6.296652746344606,-0.20598922260897648,-0.43383620249255356,-0.0010921046972170688,1.084408327436858,1.0720705,0.001545899999999989,10.327657333333335,0.016267318,-0.0007666159999999977,-2.927256895497383,-4.409562389948679,148.0,0.0
b2c2,-1.3695624388114935,-8.553906606334918,-4.734012016711677,0.27040594652582806,-1.2791405071119462e-05,1.0786796212545868,1.0735391,0.006428299999999831,10.07561500000001,0.017209327,-0.0003816059999999996,-4.063059526626633,-4.568029348841491,438.0,0.0
b2c3,-0.9851950678674123,-6.692286118938809,-0.9870237420960427,0.043868424370550475,-0.00022737416821273974,1.0725205381344052,1.0668509,0.0020588999999999746,10.135262999999977,0.015852956,-0.000546577999999999,-1.9711456506331915,-5.335572691571026,335.0,0.0
b2c4,-1.2306332808484914,-7.938423076130906,-1.091307636609674,0.03574537927151245,-0.0001067501001855287,1.0773306450084519,1.0728973,0.002749899999999972,10.124654999999958,0.015997788,-0.0008265369999999987,-2.413621650113445,-6.019567452979759,444.0,0.0
b2c5,-1.2908865201585882,-8.267177731281352,-2.24708425495676,0.26103046575840677,-1.1376598639455229e-06,1.0720320358045765,1.0680153,0.005005300000000101,10.162866333333271,0.016727364,-0.0002823359999999976,-2.1572395780613505,-5.586879870336615,480.0,0.0
b2c6,-1.1590510746672218,-7.5509938141511785,-0.7011742464188389,-0.017480419964636413,-0.0002143858466295605,1.0756582428245722,1.0687391,0.003792100000000076,10.194622666666692,0.015648872,-0.0009904799999999984,-3.8101542866047615,-5.579114251303289,511.0,0.0
b2c10,-1.3276514101570185,-8.315074449007014,-1.6732940119263071,0.19191792622728251,-6.001392455163852e-05,1.0745925687379922,1.0690521,0.004889700000000108,10.114951000000001,0.017548179,-0.0005788709999999982,-2.4685592944975516,-6.602361445760718,561.0,1.0
b2c11,-1.314821061645703,-8.299345435650514,-1.3664973181402658,0.14030312765250744,-4.1457341991342214e-05,1.0763249385829725,1.0717047,0.004223899999999947,10.10707599999999,0.017036082,-0.0005163699999999986,-2.5502794302543794,-6.552593475920611,477.0,0.0
b2c12,-1.1872050097392868,-7.735008742842361,-0.9016290850881576,0.0021815845114512033,-0.0001480130797773658,1.0765019741393531,1.0712759,0.0029706999999998818,10.172638666666657,0.016133603,-0.000880009000000001,-2.47065541694953,-6.123318782361155,458.0,0.0
b2c13,-1.139363123323495,-7.467945732358998,-2.6697721178692064,0.1688452318035261,-0.00012120364131106966,1.085154312979592,1.080285,0.00293180000000004,10.230923666666637,0.016480118,-0.0005166040000000004,-2.3990424803576365,-6.498370099189133,483.0,0.0
b2c14,-1.2634131098683452,-8.038025032235849,-2.081070728488297,0.22218832993118082,-3.9703030303032294e-06,1.0822715622222223,1.0780684,0.004814700000000061,10.114209000000022,0.016895344,-0.0001786029999999994,-2.606572931759046,-6.54664501302925,485.0,0.0
b2c17,-1.2721024154104195,-7.965317436893201,-1.999655703831631,0.03391328792844652,2.0565896103896253e-05,1.0735338261673881,1.0656468,0.011064600000000091,10.161191000000011,0.016974878,-0.0006579560000000012,-3.7663795238408277,-4.330670828374526,494.0,0.0
b2c18,-1.381698866552416,-8.61412207528067,-1.1980610990905225,0.0731778563902404,-8.156308843537396e-05,1.0682831104394972,1.063838,0.0037713999999999803,10.185974333333434,0.016697574,-0.000429058999999999,-3.9754156320847094,-4.859391202140261,487.0,0.0
b2c19,-1.2170011929120412,-7.7288377518175055,-3.2845423861592793,0.23195797898861378,-0.00017850782312925218,1.051277032312925,1.0480373,0.0016424999999999912,10.333377000000038,0.01643493,-0.001240922000000002,-2.702338791881942,-4.735063227635407,461.0,0.0
b2c20,-1.2080876985210884,-8.253890435932648,-1.1904197922114792,-0.2889846249529918,-6.300379715522508e-06,1.0882770415877137,1.0831043,0.006389599999999884,10.147932999999998,0.017116761,-0.00012734099999999957,-1.8980292268509917,-5.331137677039624,502.0,0.0
b2c21,-1.1959369065183503,-7.722500450037651,-2.4601513833298347,0.22297530044379477,-4.397544712430415e-05,1.0821369467932385,1.0768799,0.005136999999999947,10.121576000000058,0.017165525,-0.000312573,-1.8502710420123663,-4.885201210720078,489.0,0.0
b2c22,-1.2628830748492834,-8.213576881277888,-2.3633501949269293,0.24332841669593655,-8.084566481137895e-06,1.0846159310723562,1.079723,0.005646800000000063,10.147471666666629,0.016888004,-0.0002583450000000001,-2.6402193968951773,-6.805182909760115,513.0,0.0
b2c23,-1.2320784270010303,-7.959088529088493,-2.357511938315718,0.20115331160620728,-6.655335683364276e-05,1.0789011737237684,1.0745209,0.0035600000000000076,10.250746999999972,0.01690297,-0.0007758669999999995,-3.819220131056929,-5.3240237739007,527.0,0.0
b2c24,-1.1674024222794606,-8.712140622552752,0.1599284818599575,0.9197852762720561,2.772801484230032e-06,1.0719389194475366,1.0679682,0.0054579000000001265,10.058892999999903,0.016777694,-8.005100000000112e-05,-2.120102626548149,-5.423634387366545,495.0,0.0
b2c25,-1.2808120812271029,-8.283324534651566,-2.551676386738396,0.24799335628197494,-3.0330352504638285e-05,1.0720936338363223,1.0672674,0.004897099999999988,10.041986666666732,0.016953357,-0.0004921519999999992,-3.821656630031829,-5.293704630224728,461.0,0.0
b2c26,-1.2812910244236877,-8.189207823336199,-2.432034576027921,0.10939530964342886,-3.700558317872556e-05,1.082561314035044,1.0766411,0.005885200000000035,10.008232333333337,0.017301282,-0.0005451160000000017,-3.631483971095794,-4.973199347816988,471.0,0.0
b2c27,-1.401616635389844,-8.709566396220223,-2.6326372721068356,0.20768264633306077,4.945726654296842e-07,1.070597695985982,1.065841,0.005946000000000007,10.147409333333345,0.017141469,-0.00024350700000000045,-4.6102832482219265,-4.805760827267473,468.0,0.0
b2c28,-1.4193949463882494,-8.749596021532168,-2.219637554757662,0.16300141387560504,6.730389610389912e-06,1.076352866291486,1.07155,0.006313199999999908,10.139686333333374,0.01686197,-0.00027343499999999896,-4.145318774304804,-4.810694326312783,509.0,0.0
b2c29,-1.3517537144723988,-8.385327900256126,-0.989610187165287,0.23078243428420625,3.2791438466295706e-05,1.0765747517897342,1.0725043,0.00683749999999983,10.114581000000035,0.016837668,-3.966499999999776e-05,-4.768114046795501,-5.290980527008063,498.0,0.0
b2c30,-1.3826619869502395,-8.605203936428358,-2.4172925265873837,0.25443329294862166,8.458444032158718e-06,1.0717198446068847,1.0672802,0.005877600000000038,10.097333666666673,0.017394017,-0.0002981470000000021,-4.107118931004332,-5.625976828721434,481.0,0.0
b2c31,-1.3864950484549023,-8.622063180222026,-3.5452407976348965,0.2110551302352185,1.2657374149659728e-05,1.078573639574933,1.0732793,0.006845800000000013,10.146884333333388,0.017417014,-5.8893000000000834e-05,-4.339217747503232,-5.363230132643951,492.0,0.0
b2c32,-1.3655901940618829,-8.485443140222825,-1.7398984233970756,0.2219353640351175,1.782994805194785e-05,1.0787645322453103,1.0742669,0.0066597999999999935,10.130439333333392,0.017273866,-0.00012484499999999843,-4.734354364682313,-4.846295269222902,519.0,0.0
b2c33,-1.3337787888141908,-8.317054895520151,-1.8269320659000814,0.27626468252769826,2.0687567099567335e-05,1.0835212896334776,1.079052,0.006544000000000105,10.129248333333331,0.017406421,8.873999999998994e-06,-4.804821487097875,-5.170934757545895,520.0,0.0
b2c34,-1.391474552134811,-8.654107770651768,-1.199205569818471,0.12343776450639406,2.0926824984539195e-05,1.0736106127338694,1.0688509,0.0068525999999999865,10.164115000000068,0.017337065,-3.5905999999998744e-05,-4.201391975165838,-6.703711960792677,499.0,0.0
b2c35,-1.2596740040982313,-8.012971753180294,-1.4115997054418927,0.22368129720768587,-2.80441558441746e-07,1.0733551984790763,1.0687217,0.005766500000000008,10.130293333333345,0.016969517,-0.00041386200000000095,-2.3137447149666253,-5.764943158834997,463.0,0.0
b2c36,-1.2900958004250604,-8.075353871883545,-0.9965340210982657,0.25101407806963966,2.4055760049474698e-05,1.0839450360354568,1.079731,0.006338799999999978,10.147721666666623,0.020022187,6.622800000000151e-05,-2.1466509736924912,-5.728223750298596,535.0,0.0
b2c37,-1.3001966182340756,-8.08593978551839,-2.0309750997766463,0.35281399873064423,3.505037847866445e-05,1.0788960700915275,1.0748166,0.0068574000000001245,10.114688333333323,0.01798249,0.00015184099999999978,-3.123950128644207,-7.169591925199496,478.0,0.0
b2c38,-1.306891183231994,-8.219966305344585,-2.631478934336555,0.26968169952573423,1.645809276437837e-05,1.0741051160568955,1.0699497,0.005798600000000098,10.148493333333317,0.017577264,-4.125000000000656e-06,-3.562511591222381,-6.167549127254566,465.0,0.0
b2c39,-1.2547908048260368,-7.948993342548504,-5.117145262661797,0.29685474618614865,3.1863579468151044e-05,1.0842843988612658,1.0784613,0.0084206,10.14447933333339,0.017882114,2.362000000002279e-06,-4.327271895142231,-5.623708629750404,459.0,0.0
b2c40,-1.2884862520520135,-8.134919971239619,-2.733681201303418,0.20771430301069063,-1.99306790352502e-05,1.0822686636206968,1.0765519,0.006568300000000082,10.131583333333303,0.016943704,-0.0005487570000000004,-4.201577793858248,-4.708779599236313,499.0,0.0
b2c41,-1.3476565227372301,-8.484278253151732,-1.5057425459471179,0.12269536814019741,1.6646565244279547e-05,1.073882671637188,1.0682049,0.007903900000000075,10.12803633333339,0.017491397,-0.00019925100000000098,-3.9441105290169314,-5.081633225037486,429.0,0.0
b2c42,-1.2055677074203344,-8.13157230550653,-2.799685591181995,0.21736192352093697,1.1841173778602313e-05,1.0825180445817355,1.0780239,0.0060867000000000004,10.13045433333328,0.016997622,3.7566000000002764e-05,-3.847574757555311,-5.312059167503583,466.0,0.0
b2c43,-1.1813108415317748,-7.650150890272233,-2.728123236158174,0.26081005814413577,1.2511228200370944e-05,1.0789762526143065,1.0735646,0.007075399999999954,10.12917433333331,0.017879792,-2.0883999999998792e-05,-2.121804723622752,-5.813124284650641,462.0,0.0
b2c44,-1.2433114025108578,-7.962522116499946,-4.905591695286808,0.227158258471288,2.2273128014842364e-05,1.0752136421884149,1.070887,0.006365600000000082,10.146905333333368,0.017408777,0.00022347500000000076,-1.9229809024273883,-5.319210475862509,457.0,0.0
b2c45,-1.306055458374421,-8.233458936060524,-2.076040757958453,0.2569232353724718,-7.060436611007998e-06,1.0748679741863534,1.0704726,0.005185599999999901,10.097114000000099,0.01683791,-0.00012718000000000104,-1.8680269110269285,-5.189821226161317,487.0,0.0
b2c46,-1.1967635909134895,-7.722302639488865,-2.9248186180700597,0.23159288316288013,2.9379857761286462e-05,1.077631965638013,1.0726138,0.007384199999999952,10.146917333333306,0.017551575,0.00020176499999999958,-2.1429246715031836,-5.609228721892273,429.0,0.0
b2c47,-1.544625866426051,-9.373764321041067,-1.1718757009189067,0.1464485138210021,-9.553367965367665e-06,1.049389155099567,1.0421375,0.008112700000000084,10.112717000000023,0.017025596,-0.0008193890000000002,-2.2946368751264847,-6.00913942436091,713.0,1.0
b3c0,-1.6271699798394041,-9.746088976898852,-1.6779659504163154,0.1708778256258328,-5.34619542362361e-06,1.0706590913201401,1.0674551,0.003916099999999867,10.044530999999989,0.015180224,-0.0001255200000000005,-4.613905344093752,-6.972009092299684,1009.0,1.0
b3c1,-1.6373142109052816,-9.782774177819784,-1.334612627252281,0.13672897295812964,-1.4719340754483138e-05,1.0684723580956503,1.0650603,0.003679599999999894,10.041138666666567,0.014931546,-0.00010778899999999876,-3.6703408052756488,-6.794594208856223,1063.0,1.0
b3c3,-1.5661764820919957,-9.485616617320607,-0.7657976710442428,0.018071585416321333,-1.2654854669140376e-05,1.0652984177901466,1.0628892,0.0026450000000000085,10.042065333333351,0.014885032,4.215800000000047e-05,-2.314987470318586,-5.898136344067161,1115.0,1.0
b3c4,-1.6104092229980247,-9.650334259726408,-0.9181440285613772,0.11111666515488587,-5.233104514533019e-06,1.074804658027211,1.0724765,0.0027884999999998605,10.045031333333366,0.015085269,-6.545300000000004e-05,-3.7171355817680074,-6.99546736791392,1048.0,1.0
b3c5,-1.5800066294471036,-9.432684463460971,-1.8733860519652592,0.2509428280410137,-1.602090043290077e-05,1.0539742073362193,1.0514506,0.0026052000000000852,10.041910000000012,0.015130546,-0.00015764999999999876,-3.719766412181726,-6.787790647631906,828.0,1.0
b3c6,-1.2682036583206473,-8.09679004600279,-0.7473594953078455,-0.1340901517105672,-0.00020239778849721706,1.0640819993345703,1.0626124,0.00045920000000010397,10.06247166666663,0.013527169,0.0003249999999999989,-3.4049755167141904,-6.549998538144467,667.0,1.0
b3c7,-1.7660246318906991,-10.332670571118795,-1.1502508850665842,0.15829633771425264,-2.357448361162709e-06,1.0702976551189447,1.0675218,0.003397199999999989,11.041577333333311,0.015372629,-4.4643999999999934e-05,-3.9929654465752322,-6.352842601826432,1836.0,1.0
b3c8,-1.5703403508022213,-9.462797308284605,-1.623170894699996,0.2174689863434021,-3.308951144093751e-06,1.0681748474174397,1.0647362,0.003978199999999932,10.044950000000002,0.01520093,-0.0001713909999999999,-3.9083189985580664,-6.467348027763189,828.0,1.0
b3c9,-1.53077956665048,-9.196427255152434,-3.417983398362034,0.273234919680844,6.680531849102623e-07,1.0728252555501958,1.0694826,0.00388809999999995,10.041749333333332,0.015742281,-2.70880000000015e-05,-4.102269493852258,-6.329055799242047,1039.0,1.0
b3c10,-1.7182628092520935,-10.154226660682795,-1.478555458194351,0.16488710568362697,-2.8759653679657704e-06,1.0645252641327563,1.0617746,0.003226200000000068,11.045003333333321,0.015318613,-0.00013156500000000015,-3.697794726713643,-6.200717810287098,1078.0,1.0
b3c11,-1.4717263025529188,-8.972545220725388,-2.0717995937451645,0.22544234903586868,-1.7682165739022832e-05,1.070729462169862,1.0680679,0.0026927999999999397,10.042218333333295,0.015485173,-4.9536999999998804e-05,-5.125403696949884,-6.237501120523584,817.0,1.0
b3c12,-1.494952254717381,-9.071859087474747,-5.037440062839157,0.24364249068463328,-6.67946320346324e-06,1.0766760324213565,1.0741653,0.002777699999999994,10.04249166666661,0.01599754,-2.3709999999999704e-05,-3.7888172590275326,-6.457473452451727,932.0,1.0
b3c13,-1.5566671904854605,-9.417628390049225,-1.4391529050995753,0.16611963059238216,-1.2185193568336127e-05,1.0693350771952177,1.065558,0.004086699999999999,10.042319666666685,0.01506449,-0.0001503040000000004,-4.900474392835556,-6.552474906314943,816.0,1.0
b3c14,-1.533261333803243,-9.24571806195469,-1.6933498131725493,0.25444943892993216,4.636107606678667e-06,1.0767793645726655,1.0727056,0.005038600000000004,10.041712000000018,0.015496999,-6.904800000000037e-05,-4.5035475603726045,-6.7103943742885965,858.0,1.0
b3c15,-1.522449033470844,-9.190990055693344,-2.0466448931523837,0.25081243778765167,-1.156462213976535e-05,1.0711365179513501,1.0684187,0.002858699999999992,10.041533666666655,0.01525728,-8.01340000000008e-05,-4.16908005749425,-7.120558051191183,876.0,1.0
b3c16,-1.8585439951250575,-10.787515173271318,-2.1170387305703726,-0.016650201721532486,-9.691301175015846e-06,1.0640031119154811,1.061009,0.0033308999999999145,11.04336633333335,0.015253145,-0.00011952600000000001,-3.840315681600836,-7.496731198691968,1638.0,1.0
b3c17,-1.735318851227462,-10.211420430579402,-3.3199765899535056,-0.08364275124165854,-5.833125541125631e-06,1.0673452964733043,1.0664514,0.002599599999999924,10.041974333333346,0.01535425,-0.0001486420000000009,-3.4997371333684164,-7.542777888802068,1315.0,1.0
b3c18,-1.6267304723034561,-9.754074670046183,-1.543651787104638,0.06306731934732272,-2.927494124922663e-05,1.0703619310946197,1.0680237,0.0021301000000000236,10.043129666666696,0.014978203,-4.944299999999971e-05,-3.3991811742579325,-7.712166177593096,1146.0,1.0
b3c19,-1.5878423810589701,-9.560391931852985,-2.1247841381529256,0.11062539398534865,-2.9691358070500697e-05,1.0742350855242218,1.0719248,0.0019749000000000017,10.043436999999928,0.015178323,-4.1798000000000876e-05,-3.2449884708492753,-7.7839424311259195,1155.0,1.0
b3c20,-1.5629790396007919,-9.432141385387725,-1.1679119567929916,0.15919147980346382,-7.154074211502929e-06,1.0678147557645845,1.0650502,0.0030607000000000273,10.04332966666664,0.015206913,-8.443999999999986e-05,-5.512435675244384,-6.185264352816379,813.0,1.0
